Name,Profession,KnownMovie,About
" Joel Edgerton
",Actor,The,"
    Joel Edgerton was born on June 23, 1974 in Blacktown, New South Wales, Australia, to Marianne (van Dort) and Michael Edgerton, who is a solicitor and property developer. His brother is filmmaker Nash Edgerton. His mother is a Dutch immigrant. Joel went to Hills Grammar School in the Western Suburbs...                 "
" Shiva Negar
",Actress,American,"
    Shiva Negar is an Iranian-Canadian Actress, Model, and Producer, who rose to prominence starring as Annika Ogden in CBS Films/Lionsgate Blockbuster Movie American Assassin and made the short list of Variety Magazine's ""10 Canadians to watch"".Shiva comes from a very diverse background, born in Iran,...                 "
" Anna Chlumsky
",Actress,My,"
    Anna Maria Chlumsky is an American actress. She began her career as a child actress, best known playing the lead role of Vada Sultenfuss in My Girl (1991) and its 1994 sequel. Between 1999 and 2005, Chlumsky's career entered a hiatus while she attended college. She returned to acting with roles in ...                 "
" Amanda Righetti
",Actress,Captain,"
    Amanda Elizabeth Righetti is a Utah-born, Nevada-raised actor/producer and Best Actress Award winner by the New York International Independent Film & Video Festival. Righetti began her career at 14, as a young model, but made waves as the trust-fund squandering, world-traveling black sheep, ""Hailey...                 "
" Alan Rickman
",Actor,Die,"
    Alan Rickman was born on a council estate in Acton, West London, to Margaret Doreen Rose (Bartlett), of English and Welsh descent, and Bernard Rickman, of Irish descent, who worked at a factory. Alan Rickman had an older brother (David), a younger brother (Michael), and a younger sister (Sheila). ...                 "
" Dianna Agron
",Actress,The,"
    Dianna Elise Agron was born in Savannah, Georgia to Mary and Ronald Agron and grew up in a middle-class family in Savannah before moving to Texas and, later, San Francisco, California, because her father was a general manager for Hyatt. Dianna and her brother Jason were raised Jewish and she ...                 "
" Ty Simpkins
",Actor,Jurassic,"
    At his young age, Ty Simpkins has proudly accomplished more than most in the world of entertainment - he has starred in two of the biggest blockbusters of all time. Simpkins can be seen opposite Bryce Dallas Howard and Chris Pratt in Universal's dinosaur box office monster hit Jurassic World. Prior...                 "
" Shannyn Sossamon
",Actress,Wayward,"
    Shannyn Sossamon is an American actress and director. She is of Irish, French, Dutch, Hawaiian-Filipino, German and English ancestry. Growing up in Reno, Nevada, Sossamon spent most of her youth at a local dance studio. After graduating high school, at age 17, she decided to move to Los Angeles, ...                 "
" Wil Wheaton
",Actor,Stand,"
    Wil Wheaton was born Richard William Wheaton III on July 29, 1972 in Burbank, California. He first gained international attention by starring in the Rob Reiner comedy-drama film Stand by Me (1986). He then played Wesley Crusher on the television series Star Trek: The Next Generation (1987) for ...                 "
" Tobey Maguire
",Actor,Brothers,"
    Tobias Vincent Maguire was born in Santa Monica, California. His parents were 18 and 20, and not yet married, when he was born. His mother, Wendy (Brown), did advertising, publicity, and acting in Hollywood for years as she coached and managed Tobey. His father, Vincent Maguire, was a cook and ...                 "
" Helen Mirren
",Actress,RED,"
    Dame Helen Mirren was born in Queen Charlotte's Hospital in West London. Her mother, Kathleen Alexandrina Eva Matilda (Rogers), was from a working-class English family, and her father, Vasiliy Petrovich Mironov, was a Russian-born civil servant, from Kuryanovo, whose own father was a diplomat. ...                 "
" Nathalie Emmanuel
",Actress,Fast,"
    Nathalie Emmanuel is an English actress, known for her role as Missandei on the HBO fantasy series Game of Thrones (2011) and Ramsey in Fast & Furious 7 (2015).Nathalie was born in Southend-on-Sea, Essex, England, to a father of Saint Lucian and English descent and a mother of Dominican origin....                 "
" Donald Glover
",Actor,Solo:,"
    The multi-talented Donald Glover is a writer, actor, musician, comedian, producer and director, who performs under the stage names Childish Gambino and mcDJ. He was born Donald McKinley Glover at Edwards Air Force Base, California, and was raised in Stone Mountain, Georgia. His mother, Beverly (...                 "
" Dominique McElligott
",Actress,House,"
    Dominique McElligott is an Irish actress. She starred in Moon (2009) and the RTÉ television series Raw before leaving to film Leap Year (2010). From 2011 to 2012, she played a lead role in the AMC series Hell on Wheels. In 2015, she starred in ABC's The Astronaut Wives Club. In 2016, McElligott ...                 "
" Ryan Phillippe
",Actor,Crash,"
    Ryan Phillippe was born on September 10, 1974 in New Castle, Delaware, to Susan (Thomas), a nurse, and Richard Phillippe, a chemical technician. He has three sisters, Kirsten, Lindsay, and Katelyn, and attended New Castle Baptist Academy. Ryan's acting career began with the soap opera One Life to ...                 "
" Erika Eleniak
",Actress,Under,"
    Erika Maya Eleniak was born on September 29, 1969 in the Los Angeles suburb of Glendale, California. She is the eldest daughter in a family of four girls and one boy. Erika began her acting career at the age of 10, starring in numerous productions for television, film, commercials and theater. Her ...                 "
" Nathalie Kelley
",Actress,The,"
    Born in Peru to a Peruvian mother and Argentine father, Nathalie immigrated to Sydney, Australia at 2 years old where she later attended the academically prestigious North Sydney Girls High School, whose alumni includes Nicole Kidman and Catherine Martin.She showed an a interest in acting at a ...                 "
" Tommy Flanagan
",Actor,Sons,"
    Tommy Flanagan stars as 'Martin Connells' in the third season of HBO's ""Westworld' starring opposite Evan Rachel Wood and Jeffrey Wright.Tommy Flanagan was born and raised in Glasgow, Scotland. In his twenties, Flanagan made his living as a DJ for local dance clubs and during this time, his friend ...                 "
" Kristen Johnston
",Actress,3rd,"
    Kristen Johnston studied acting at the Atlantic Theater Company Acting School in New York City.She won two Emmys for her role on 3rd Rock from the Sun (1996). She has appeared on many other television shows, including Ugly Betty (2006), ER (1994), Bored to Death (2009) and, perhaps most memorably, ...                 "
" Michael Imperioli
",Actor,The,"
    Imperioli was born James Michael Imperioli in Mt. Vernon, New York on March 26, 1966. His film work began in the late 1980s. An early part that brought him recognition was in Martin Scorsese's Goodfellas (1990), as Spider, a local kid who works for the gangsters and has a run-in with a psychopathic ...                 "
" Nicole Ari Parker
",Actress,Boogie,"
    Nicole Ari Parker was born on October 7, 1970 in Baltimore, Maryland, USA. She is an actress and producer, known for Boogie Nights (1997), Remember the Titans (2000) and Blue Streak (1999). She has been married to Boris Kodjoe since May 21, 2005. They have two children. She was previously married ...                 "
" Ed Skrein
",Actor,Deadpool,"
    Ed Skrein grew up in North London, graduated with a degree in Fine Arts from Central Saint Martins, and is one of the most highly versatile artists of his generation. He was selected by Screen International as one of their ""Stars of Tomorrow"" in 2013, which showcases the next generation of talent ...                 "
" Enrique Murciano
",Actor,Without,"
    Enrique Murciano was born in Miami, Florida, on July 9, 1973, but spent the first few years of his life in Mexico. He attended Tulane University and Boston Law School, but moved to Los Angeles to pursue his goal of becoming an actor. He brought with him his love of exotic cars and motorcycles. On ...                 "
" Cuba Gooding Jr.
",Actor,Jerry,"
    Cuba Gooding Jr. was born on January 2, 1968, in The Bronx, New York. His mother, Shirley (Sullivan), was a backup singer for The Sweethearts. His father, Cuba Gooding, was the lead vocalist for the R&B group The Main Ingredient, which had a hit with the song ""Everybody Plays The Fool"". His ...                 "
" Brittany Daniel
",Actress,Skyline,"
    Brittany Daniel played the role of Jessica Wakefield on Sweet Valley High (1994). Jessica is the Star Cheerleader at SVH, she is snobbish and conniving and always gets what she wants. Brittany was actually more like Elizabeth Wakefield, her sister's character in real life, reading, good friends and...                 "
" Aidan Gillen
",Actor,Game,"
    Aidan Gillen is an Irish actor. He is best known for portraying Petyr ""Littlefinger"" Baelish in the HBO series Game of Thrones (2011), CIA operative Bill Wilson in The Dark Knight Rises (2012), Stuart Alan Jones in the Channel 4 series Queer as Folk (1999), John Boy in the RTÉ Television series ...                 "
" T.J. Miller
",Actor,Silicon,"
    A comedian. Improvisation, sketch and stand-up are his forte.Todd Joseph Miller was born in Denver, Colorado, to Leslie, a clinical psychologist, and Kent Miller, an attorney. He went to East High School, and college in Washington, D.C. There, he performed with the group receSs for 4 years, being ...                 "
" Queen Latifah
",Actress,Hairspray,"
    Often considered hip-hop's first lady, the woman behind the moniker Queen Latifah was born Dana Elaine Owens on March 18, 1970, in East Orange, New Jersey. She is the daughter of Rita (Bray), a teacher, and Lancelot Owens Sr. She came from a police family-both her father and her older brother were ...                 "
" Emma Mackey
",Actress,Sex,"
    Born 4th January 1996 in Le Mans (France) to a British mother and a French father. She moved to the UK at the age of 17 to study English Language and Literature at the University of Leeds (2013-2016). After directing and appearing in various stage productions there, she started to pursue a career ...                 "
" Matt Frewer
",Actor,Watchmen,"
    Matt Frewer has been travelling all over North America in recent months filming recurring roles. Most recently, he worked in Los Angeles for HBO's Perry Mason and in Austin for AMC's Fear The Walking Dead. In Vancouver portrayed Carnage in Netflix's sci-fi drama Altered Carbon (2018); in Montreal (...                 "
" Ashton Kutcher
",Actor,That,"
    Christopher Ashton Kutcher was born on February 7, 1978 in Cedar Rapids, Iowa, to Diane (Finnegan), who was employed at Procter & Gamble, and Larry Kutcher, a factory worker. He has a fraternal twin brother, Michael, and a sister, Tausha. He is of Czech (father) and Irish, German, and Czech (mother...                 "
" Dustin Hoffman
",Actor,Tootsie,"
    Dustin Lee Hoffman was born in Los Angeles, California, to Lillian (Gold) and Harry Hoffman, who was a furniture salesman and prop supervisor for Columbia Pictures. He was raised in a Jewish family (from Ukraine, Russia-Poland, and Romania). Hoffman graduated from Los Angeles High School in 1955, ...                 "
" Jared Keeso
",Actor,Letterkenny,"
    Jared Keeso was born on July 1, 1984 in Listowel, Ontario, Canada. He is an actor and writer, known for Letterkenny (2016), Elysium (2013) and 19-2 (2014). He has been married to Magali Brunelle since July 2018.                 "
" Eric Roberts
",Actor,Runaway,"
    Roberts is an Academy Award nominee for his role in Runaway Train, and a three-time Golden Globe nominee for Runaway Train, Star 80, and King of the Gypsies.In addition, Roberts received acclaim at the Sundance Film Festival for his role in A Guide to Recognizing Your Saints and It's My Party. He ...                 "
" Mika Boorem
",Actress,Hollywood.Con,"
    Mika Boorem is an actress, director, writer and producer based in Los Angeles. Boorem is well- known for her acting career which includes over 40 major motion pictures and network television series roles. She has recently completed her first narrative feature length film, Hollywood.con, as a ...                 "
" Jean-Claude Van Damme
",Actor,Double,"
    Van Damme was born Jean-Claude Camille François Van Varenberg in Berchem-Sainte-Agathe, Brussels, Belgium, to Eliana and Eugène Van Varenberg, an accountant. ""The Muscles from Brussels"" started martial arts at the age of eleven. His father introduced him to martial arts when he saw his son was ...                 "
" Kate Phillips
",Actress,Downton,"
    Kate Phillips is a British actress best known for her roles in Peaky Blinders, Wolf Hall and the 2016 BBC adaptation of War & Peace, as well as the 2018 series the Alienist.After three years study at Leeds University Philips secured a place at The Guildhall School of Music and Drama in London. ...                 "
" Susan Sarandon
",Actress,Thelma,"
    Susan Sarandon was born Susan Abigail Tomalin in New York City, NY, to homemaker Lenora Marie (Criscione) and Phillip Leslie Tomalin, an advertising executive. She is of Italian descent on her mother's side and English, Irish, Welsh, and German on her father's.After the 1968 Democratic convention ...                 "
" Brendan Gleeson
",Actor,Calvary,"
    Brendan Gleeson was born in Dublin, Ireland, to Pat and Frank Gleeson. From a very young age, he loved to learn, especially reading classical text in and outside the classroom. He took great attention to Irish play writers such as Samuel Beckett, which eventually led to him performing in his high ...                 "
" John Goodman
",Actor,10,"
    John Stephen Goodman is a U.S. film, television, and stage actor. He was born in St. Louis, Missouri, to Virginia Roos (Loosmore), a waitress and saleswoman, and Leslie Francis Goodman, a postal worker who died when John was a small child. He is of English, Welsh, and German ancestry. John is best ...                 "
" Paul Walker
",Actor,The,"
    Paul William Walker IV was born in Glendale, California. He grew up together with his brothers, Caleb and Cody, and sisters, Ashlie and Amie. Their parents, Paul William Walker III, a sewer contractor, and Cheryl (Crabtree) Walker, a model, separated around September 2004. His grandfather, William ...                 "
" John Lithgow
",Actor,3rd,"
    If ""born to the theater"" has meaning in determining a person's life path, then John Lithgow is a prime example of this truth. He was born in Rochester, New York, to Sarah Jane (Price), an actress, and Arthur Washington Lithgow III, who was both a theatrical producer and director. John's father was ...                 "
" Clark Middleton
",Actor,Sin,"
    Clark Middleton has worked as an actor with film directors including Ang Lee, Henry Bean, Quentin Tarantino, Robert Rodriguez, Richard Linklater and Frank Miller, among others. On television, he has been seen in Fringe, Jonny Zero, in a recurring role on Law and Order, and in CSI: Las Vegas. He ...                 "
" Jeremy Irons
",Actor,Dead,"
    British actor Jeremy Irons was born in Cowes, Isle of Wight, a small island off the south coast of England. He is the son of Barbara Anne Brereton (Sharpe) and Paul Dugan Irons, an accountant. Young Jeremy didn't prove very fond of figures. He visited mainland England only once a year. He wound up ...                 "
" Garret Dillahunt
",Actor,12,"
    Garret studied journalism at the University of Washington and received an MFA from New York University's Graduate Acting Program. He performed on and off Broadway and in theaters around the country before he also began pursuing film and television roles. A self described workaholic, he enjoys a ...                 "
" Anna Hopkins
",Actress,The,"
    Anna Hopkins was born in Montréal, Quebec to artists Tom Hopkins and Rita Markovits. She is of Jewish Romanian and Hungarian descent from her mother's side, and Scottish, Welsh descent on her father's side. Fluent in French and English, she works in film and television in both languages. Anna's ...                 "
" Nastassja Kinski
",Actress,Tess,"
    Nastassja Kinski was born Nastassja Aglaia Nakszynski on January 24, 1961 in Berlin, Germany, the daughter of German actor Klaus Kinski. In 1976, she met director Roman Polanski, who urged her to study method acting with Lee Strasberg in the United States. Kinski starred in the Italian romantic ...                 "
" Kristen Schaal
",Actress,Gravity,"
    Kristen Schaal is an American actress, voice artist, writer, and comedian. She is best known for her roles as Mel on the HBO series Flight of the Conchords, Louise Belcher on FOX animated comedy Bob's Burgers, and Mabel Pines on Gravity Falls. Other notable roles include her appearances as a ...                 "
" David Thewlis
",Actor,Naked,"
    David Thewlis was born David Wheeler in 1963 in Blackpool, Lancashire, to Maureen (Thewlis) and Alec Raymond Wheeler, and lived with his parents above their combination wallpaper and toy shop during his childhood. Originally, he came to London with his band Door 66, however he changed his plans and...                 "
" Diane Guerrero
",Actress,Orange,"
    Diane Guerrero (born July 21, 1986) is an American actress. She is best known for her roles as Maritza Ramos on the Netflix series Orange Is the New Black and Lina on Jane the Virgin. Among her other roles was a recurring role on Are We There Yet? Guerrero grew up in Boston and remained there after...                 "
" Marton Csokas
",Actor,Æon,"
    Marton was born in Invercargill, Aotearoa (New Zealand), to Margaret Christine (Rayner), a nurse, and Márton Csókás, a mechanical engineer. His father is Hungarian and his mother is Australian (of English, Irish, and Danish origin). He inherited some of his talents from his father, who was also a ...                 "
" Goldie Hawn
",Actress,Overboard,"
    Goldie Jeanne Hawn was born on November 21, 1945 in Washington D.C. to Laura Hawn (née Steinhoff), a jewelry shop/dance school owner, and Rut Hawn, a band musician. She has a sister, Patti Hawn, and a brother, Edward, who died in infancy before her birth. She was raised in the Jewish religion. Her ...                 "
" Deborah Ann Woll
",Actress,True,"
    Deborah was born in 1985, in Brooklyn, New York, from Irish and German heritage. She took acting, piano and dance classes. She went to high school at Packer Collegiate Institute and graduated from the BFA program at the USC School of Theatre at the University of Southern California.Deborah started ...                 "
" Minnie Driver
",Actress,Grosse,"
    Amelia Fiona J. Driver was born January 31, 1970 in Finsbury Park, London. Her mother, Gaynor Churchward (née Millington), was a designer and former couture model, and her father, Charles Ronald ""Ronnie"" Driver, was a businessman. She has a sister, Kate Driver, who is a model and a producer. ...                 "
" Meaghan Rath
",Actress,Hawaii,"
    Meaghan Rath was born on June 18, 1986 in Montreal, Quebec, Canada. She is an actress and producer, known for Hawaii Five-0 (2010), New Girl (2011) and Schitt's Creek (2015). She has been married to Jack Cutmore-Scott since May 16, 2020.                 "
" James Purefoy
",Actor,Rome,"
    James Brian Mark Purefoy was born and brought up in Taunton, Somerset, England, the son of Shirley (Taylor), who ran an employment agency, and Anthony Chetwynd Purefoy. After leaving school at the age of sixteen, he took a succession of different jobs, including working on a pig farm and as a ...                 "
" Tina Fey
",Writer,30,"
    Elizabeth Stamatina Fey was born in 1970 in Upper Darby, Pennsylvania, just west of Philadelphia, to Xenobia ""Jeanne"" (Xenakes), a brokerage employee, and Donald Henry Fey, who wrote grant proposals for universities. Her mother is Greek, born in Piraeus, while her father had German, Northern Irish,...                 "
" Wes Chatham
",Actor,The,"
    Wes Chatham was born October 11, 1978 and grew up in North Georgia. Wes's parents divorced when he was two and he spent most of his childhood with his Mom, sister and brother. On a whim, Wes's mother took his sister to a audition for a Tide commercial in Savannah, Georgia and brought Wes along. ...                 "
" Pallavi Sharda
",Actress,Lion,"
    Pallavi Sharda is an international film and theatre actress and classical Indian (Bharatha Natyam) dancer. Her film credits include Oscar nominated film Lion (2016), Bollywood films Begum Jaan (2017) and Hawaizaada (2015) and comedy Australian film Save Your Legs! (2012). She joins the lead cast in...                 "
" Fiona Dourif
",Actress,Dirk,"
    Fiona Dourif is an American actress and producer. She began her career as a segment producer for documentaries on The History Channel and TLC. Her first acting role was HBO's Deadwood. She went on to appear in Dirk Gently's Holistic Detective Agency, Paul Thomas Anderson's The Master, Gus Van ...                 "
" Lupita Nyong'o
",Actress,12,"
    Lupita Amondi Nyong'o was born March 1, 1983 in Mexico City, Mexico, to Kenyan parents, Dorothy Ogada Buyu and Peter Anyang' Nyong'o. Her father, a senator, was then a visiting lecturer in political science. She was raised in Kenya. At age 16, her parents sent her back to Mexico for seven months to...                 "
" Annette Bening
",Actress,American,"
    Annette Carol Bening was born on May 29, 1958 in Topeka, Kansas, the youngest of four children of Shirley (Ashley), a soloist and church singer, and Arnett Grant Bening, an insurance salesman. She is of German and British Isles ancestry. Her family moved to California when she was young, and she ...                 "
" Alan Hale Jr.
",Actor,Gilligan's,"
    The son of the great character actor (and Errol Flynn sidekick) Alan Hale, Alan Hale Jr. (he dropped the Jr. after his father passed away) was literally born into the movies. Hale did his first movie as a baby and continued to act until his death. Unlike other child actors, Hale made a smooth ...                 "
" Ke Huy Quan
",Actor,Indiana,"
    Ke Huy Quan was born on August 20, 1971 in Saigon, Vietnam as Ke Huy-Quan. He is known for his work on Indiana Jones and the Temple of Doom (1984), The Goonies (1985) and X-Men (2000).                 "
" Josh Hutcherson
",Actor,The,"
    Joshua Ryan Hutcherson was born on October 12, 1992 in Union, Kentucky to Michelle Fightmaster, who worked for Delta Air Lines, and Chris Hutcherson, an EPA analyst. He has one younger brother, Connor Hutcherson. From the age of four, Josh knew that he wanted to be an actor. In order to pursue his ...                 "
" Logan Marshall-Green
",Actor,The,"
    Logan is a native of Charleston, South Carolina. His parents are both drama teachers. His mother, Lowry Marshall, is the artistic director of Brown University's repertory theatre department.Logan graduated with a Master's in Fine Arts from New York University's Graduate Acting Program at the Tisch ...                 "
" Tim Burton
",Producer,Edward,"
    Timothy Walter Burton was born in Burbank, California, to Jean Rae (Erickson), who owned a cat-themed gift shop, and William Reed Burton, who worked for the Burbank Park and Recreation Department. He spent most of his childhood as a recluse, drawing cartoons, and watching old movies (he was ...                 "
" Tamlyn Tomita
",Actress,The,"
    Tamlyn Tomita was born on January 27, 1966 in Okinawa, Japan as Tamlyn Naomi Tomita. She is an actress, known for The Day After Tomorrow (2004), The Eye (2008) and The Karate Kid Part II (1986).                 "
" Jordana Brewster
",Actress,The,"
    Raven-haired beauty Jordana Brewster was born on April 26, 1980 in Panama City, Panama. Her mother, Maria João Leal de Sousa, is a Brazilian-born model who appeared on the cover of Sports Illustrated in 1978 . Her father, Alden Brewster, is an American-born investment banker, who has English, ...                 "
" Jenna Dewan
",Actress,Step,"
    Jenna Dewan is an actress, former model, and dancer. She was born on December 3, 1980 in Hartford, Connecticut, to Nancy (Bursch) and Darryll Dewan. Her father is of half Syrian Lebanese and half Polish descent, and her mother has German, English, and Cornish ancestry. Jenna grew up in Grapevine, ...                 "
" Benicio Del Toro
",Actor,Sicario,"
    Benicio Del Toro emerged in the mid-1990s as one of the most watchable and charismatic character actors to come along in years. A favorite of film buffs, Del Toro gained mainstream public attention as the conflicted but basically honest Mexican policeman in Steven Soderbergh's Traffic (2000)....                 "
" Dermot Mulroney
",Actor,My,"
    Dermot Mulroney was born in Alexandria, Virginia, to Ellen and Michael Mulroney, a law professor at Villanova. Since being discovered at Northwestern University by a Hollywood talent agent 28 years ago, Mulroney has been seen in over 70 films. Mulroney is a classically trained cellist who began ...                 "
" Ashley Greene
",Actress,Twilight,"
    Ashley Michele Greene was born in Jacksonville, Florida to parents Michele (Tatum), an insurance broker, and Joseph Lacy Greene, US Marine who runs a concrete business. A self-confessed tomboy and ""daredevil"", Ashley loved to try to keep up with her older brother Joe, taking on activities such as ...                 "
" Billy Zane
",Actor,Titanic,"
    William George Zane, better known as Billy Zane, was born on February 24, 1966 in Chicago, Illinois, to Thalia (Colovos) and William Zane, both of Greek ancestry. His parents were amateur actors and managed a medical technical school. Billy has an older sister, actress and singer Lisa Zane. Billy ...                 "
" Laura San Giacomo
",Actress,"Sex,","
    Laura San Giacomo was born November 14, 1962 in West Orange, New Jersey, to MaryJo and John San Giacomo. She was raised in the nearby city of Denville. She went to Morris Knolls High School in Denville, where she got the acting bug and had the lead in several school plays. Laura got a Fine Arts ...                 "
" Finn Wittrock
",Actor,American,"
    Finn Wittrock was born in Lenox, Massachusetts. Finn grew up near the stage of Shakespeare and Company, where his father worked. He moved to Los Angeles at 12 years old and attended the Los Angeles County High School for the Arts (LACHSA). After high school he took a year off and pounded the ...                 "
" Jimmi Simpson
",Actor,Date,"
    Jimmi Simpson is an American actor. He was born in Hackettstown, New Jersey, the youngest of three brothers. After graduating from Bloomsburg University with a Bachelor of Arts in theater, he acted for four seasons at the Williamstown Theatre Festival in Massachusetts.Simpson made his film debut in...                 "
" Natasha Henstridge
",Actress,Species,"
    Natasha Henstridge was born on August 15, 1974 in Springdale, Newfoundland, Canada. Known for movies like Species (1995) and The Whole Nine Yards (2000), she started her career as a model in Paris, France at the tender age of 15. After leaving home to begin her modeling career in the ...                 "
" Michael C. Hall
",Actor,Dexter,"
    Michael C. Hall was born in Raleigh, North Carolina, to Janice (Styons), a guidance counselor, and William Carlyle Hall, who worked for IBM. Michael is a graduate of NYU's Master of Fine Arts program in acting. He is known for the titular character ""Dexter"" in Dexter (2006) and as mortician ""David ...                 "
" Frankie Adams
",Actress,Mortal,"
    Frankie Adams (born 3 January 1994) is a New Zealand-Samoan actress, best known for her roles as Bobbie Draper in the science fiction television series The Expanse and as Ula Levi in the prime-time soap opera Shortland Street.Adams was born on the island of Savai in Samoa and is the oldest of three...                 "
" Dominic West
",Actor,The,"
    Dominic West was born in Sheffield, Yorkshire, England as Dominic Gerard Francis Eagleton West. He is an actor and producer, known for The Wire (2002), Chicago (2002), 300 (2006), The Affair (2014) and The Forgotten (2004). He has been married to Catherine Fitzgerald since June 26, 2010. They have ...                 "
" Lucille Soong
",Actress,Freaky,"
    Lucille Soong was born in Beijing, China and moved to Hong Kong when she was 22. Discovered by the famous English director Lewis Gilbert, Lucille was cast to play a bride in the feature Ferry To Hong Kong with Orson Welles. After moving to London during the Swinging 60's, she was chased down by an ...                 "
" Norma Kuhling
",Actress,Chicago,"
    Norma Kuhling is an actress, known for Chicago Med (2015) and Fourteen (2019).                 "
" Mariska Hargitay
",Actress,Law,"
    Mariska (Ma-rish-ka) Magdolna Hargitay was born on January 23, 1964, in Santa Monica, California. Her parents are Mickey Hargitay and Jayne Mansfield. She is the youngest of their three children. In June 1967, Mariska and her brothers Zoltan and Mickey Jr. were in the back seat of a car when it was...                 "
" Katie McGrath
",Actress,Jurassic,"
    Irish actress Katie McGrath did not intend to make a career for herself in the acting profession, studying History at Trinity College, Dublin. Upon graduating, she became interested in fashion journalism and worked for lifestyle and fashion magazine, Image. After this, her mother's best friend, an ...                 "
" Kylie Bunbury
",Actress,When,"
    Bunbury was born in Hamilton, Ontario, Canada, to Kristi Novak and Alex Bunbury, a footballer. Her father is Guyanese-Canadian, and her mother is American, of Polish and Swedish descent. She spent her childhood in Europe (England for two years, and seven years on the island of Madeira, Portugal) ...                 "
" Clémence Poésy
",Actress,In,"
    Clémence Poésy was born Clémence Guichard in Paris in 1982. She took her mother's maiden name, Poésy, as her stage name. She attended an alternative school for most of her education, but spent her last year at L'École alsacienne.She trained at the ""Conservatoire National Supérieur d'Art Dramatique"",...                 "
" Talulah Riley
",Actress,Westworld,"
    Talulah Riley is an English actress. She has appeared in films such as Pride & Prejudice (2005), St. Trinian's (2007), The Boat That Rocked (2009) and Inception (2010).She made her stage debut in The Philadelphia Story at the Old Vic in 2005. Her television credits include episodes of Poirot (...                 "
" Aidan Quinn
",Actor,Practical,"
    Aidan Quinn was born on March 8, 1959 in Chicago, Illinois, USA as Aidan T. Quinn. He is an actor, known for Practical Magic (1998), Benny & Joon (1993) and Legends of the Fall (1994). He has been married to Elizabeth Bracco since September 1, 1987. They have two children.                 "
" Theresa Russell
",Actress,Spider-Man,"
    Theresa Russell, named one of the ""100 sexiest stars in film history"" (Empire Magazine), was born in San Diego, California. She was discovered by a photographer at the age of 12, and made her film debut in Elia Kazan's The Last Tycoon (1976), opposite Robert De Niro, Jack Nicholson and Robert ...                 "
" Courtney Thorne-Smith
",Actress,Ally,"
    Courtney Thorne-Smith was born on November 8, 1967 in San Francisco, California, USA as Courtney Thorne Smith. She is an actress, known for Ally McBeal (1997), According to Jim (2001) and Summer School (1987). She has been married to Roger Fishman since January 1, 2007. They have one child. She was...                 "
" Adria Arjona
",Actress,Pacific,"
    Accustomed to airplanes and distant countries since she could recall, Adria Arjona was born in Puerto Rico and raised in Mexico City. Falling asleep in Guatemala and waking up in Argentina was not out of norm for her. She is the daughter of a Puerto Rican mother, Leslie, and a Guatemalan father, ...                 "
" Phoebe Fox
",Actress,Eye,"
    Phoebe Fox was born in 1987 in Hammersmith, London, England as Phoebe Mercedes Fox. She is an actress, known for Eye in the Sky (2015), The Woman in Black 2: Angel of Death (2014) and The Aeronauts (2019). She has been married to Kyle Soller since 2010.                 "
" Mark Rylance
",Actor,Bridge,"
    Widely regarded as the greatest stage actor of his generation, Sir Mark Rylance has enjoyed an esteemed career on stage and on screen, and won the Academy Award for Best Supporting Actor and the BAFTA Award for Best Supporting Actor for his portrayal of Rudolf Abel in Steven Spielberg's Bridge of ...                 "
" Jackie Sandler
",Actress,Pixels,"
    Jacqueline Samantha Titone was born in 1974 in Coral Springs, Florida, to Lila Titone and Joseph Titone. She began modeling during high school and eventually became known nationally and internationally for modeling clothing for big name companies. Jackie was later introduced to the acting world, by ...                 "
" Rhea Seehorn
",Actress,Better,"
    Rhea Seehorn studied painting and drawing from a young age, following in the footsteps of her father and grandmother. Although she continued in the visual arts, she also had a growing passion for the movies and theatre and secretly wanted to become an actor.Not knowing how to pursue the profession,...                 "
" Toby Stephens
",Actor,Die,"
Toby Stephens began his acting career while a stagehand at the Chichester Festival Theatre, in end-of-season productions mounted by the crew. In his brief professional career, he has already won the Sir John Gielgud Prize for Best Actor and the Ian Charleson Award for his performance in the title ...                 "
" Laura Harring
",Actress,Mulholland,"
    A respected actress, Laura Harring is best known for her role as the mysterious amnesiac Rita in David Lynch's enigmatic film Mulholland Drive, which was recently voted the best film of the 21st century in multiple polls. Film critic Roger Ebert compared Harring to screen legend Rita Hayworth, ...                 "
" Roselyn Sanchez
",Actress,Act,"
    Roselyn Sanchez was born on April 2, 1973 in San Juan, Puerto Rico. She is an actress, known for Act of Valor (2012), Rush Hour 2 (2001) and Without a Trace (2002). She has been married to Eric Winter since November 29, 2008. They have two children. She was previously married to Gary Stretch.                 "
" Marguerite Moreau
",Actress,The,"
    Marguerite C. Moreau born April 25, 1977 is an American actress. She is best known for her role as Katie in the comedy cult film Wet Hot American Summer, and her role in The Mighty Ducks series of films. She has also made appearances on the popular television series Smallville, Lost, Cupid and The ...                 "
" Robert Duvall
",Actor,The,"
    Veteran actor and director Robert Selden Duvall was born on January 5, 1931, in San Diego, CA, to Mildred Virginia (Hart), an amateur actress, and William Howard Duvall, a career military officer who later became an admiral. Duvall majored in drama at Principia College (Elsah, IL), then served a ...                 "
" Jodelle Ferland
",Actress,Silent,"
    Jodelle Micah Ferland has built up an impressive resume filled with roles in film, television and, at the beginning of her career, commercials. Born on October 9, 1994, she got her start in an episode of CTV's Cold Squad (1998), before landing the lead role in her first film, Mermaid (2000) at an ...                 "
